"Order","Level","Ref","Parent","Code","Parent","Description_NL","Unit","Description_unit_NL"
"2211283","5","690911000080","690911000010","6909 11 00",,"-- van porselein","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211284","5","690912000080","690911000010","6909 12 00",,"-- artikelen met een hardheid gelijk aan 9 of meer op de schaal van Mohs","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211285","5","690919000080","690911000010","6909 19 00",,"-- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211286","4","690990000080","690900000080","6909 90 00","6909","- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211287","3","691000000080","690021000090","6910","69","Gootstenen, wasbakken, zuilen voor wasbakken, badkuipen, bidets, closetpotten, stortbakken, urinoirs en dergelijke artikelen voor sanitair gebruik, bestemd om blijvend te worden bevestigd, van keramische stoffen",,
"2211288","4","691010000080","691000000080","6910 10 00","6910","- van porselein","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211289","4","691090000080","691000000080","6910 90 00","6910","- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211290","3","691100000080","690021000090","6911","69","Vaatwerk, andere huishoudelijke artikelen en toiletartikelen, van porselein",,
"2211291","4","691110000080","691100000080","6911 10 00","6911","- keuken- en tafelgerei","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211292","4","691190000080","691100000080","6911 90 00","6911","- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211293","3","691200000080","690021000090","6912 00","69","Vaatwerk, andere huishoudelijke artikelen en toiletartikelen, van keramische stoffen, andere dan porselein",,
"2211294","4","691200210010","691200000080",,"6912 00","- keuken- en tafelgerei",,
"2211295","5","691200210080","691200210010","6912 00 21",,"-- van gewoon aardewerk","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211296","5","691200230080","691200210010","6912 00 23",,"-- van gres","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211297","5","691200250080","691200210010","6912 00 25",,"-- van faience of van fijn aardewerk","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211298","5","691200290080","691200210010","6912 00 29",,"-- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211299","4","691200810010","691200000080",,"6912 00","- andere",,
"2211300","5","691200810080","691200810010","6912 00 81",,"-- van gewoon aardewerk","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211301","5","691200830080","691200810010","6912 00 83",,"-- van gres","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211302","5","691200850080","691200810010","6912 00 85",,"-- van faience of van fijn aardewerk","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211303","5","691200890080","691200810010","6912 00 89",,"-- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211304","3","691300000080","690021000090","6913","69","Beeldjes en andere versieringsvoorwerpen, van keramische stoffen",,
"2211305","4","691310000080","691300000080","6913 10 00","6913","- van porselein","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211306","4","691390000080","691300000080","6913 90","6913","- andere",,
"2211307","5","691390100080","691390000080","6913 90 10","6913 90","-- van gewoon aardewerk","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211308","5","691390930010","691390000080",,"6913 90","-- andere",,
"2211309","6","691390930080","691390930010","6913 90 93",,"--- van faience of van fijn aardewerk","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211310","6","691390980080","691390930010","6913 90 98",,"--- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211311","3","691400000080","690021000090","6914","69","Andere werken van keramische stoffen",,
"2211312","4","691410000080","691400000080","6914 10 00","6914","- van porselein","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211313","4","691490000080","691400000080","6914 90 00","6914","- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211314","2","700021000090","680011000090","70","XIII","HOOFDSTUK 70 - GLAS EN GLASWERK",,
"2211315","3","700100000080","700021000090","7001 00","70","Glasscherven en ander glasafval; glasmassa",,
"2211316","4","700100100080","700100000080","7001 00 10","7001 00","- glasscherven en ander glasafval","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211317","4","700100910010","700100000080",,"7001 00","- glasmassa",,
"2211318","5","700100910080","700100910010","7001 00 91",,"-- optisch glas","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211319","5","700100990080","700100910010","7001 00 99",,"-- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211320","3","700200000080","700021000090","7002","70","Glas in kogels (andere dan de microbolletjes bedoeld bij post 7018), in staven, in stengels of in buizen, onbewerkt",,
"2211321","4","700210000080","700200000080","7002 10 00","7002","- kogels","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211322","4","700220000080","700200000080","7002 20","7002","- staven of stengels",,
"2211323","5","700220100080","700220000080","7002 20 10","7002 20","-- optisch glas","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211324","5","700220900080","700220000080","7002 20 90","7002 20","-- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211325","4","700231000010","700200000080",,"7002","- buizen",,
"2211326","5","700231000080","700231000010","7002 31 00",,"-- van gesmolten kwarts of van ander gesmolten siliciumdioxide","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211327","5","700232000080","700231000010","7002 32 00",,"-- van ander glas met een lineaire uitzettingscoëfficiënt van niet meer dan 5 × 10–6 per Kelvin tussen 0 °C en 300 °C","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211328","5","700239000080","700231000010","7002 39 00",,"-- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211329","3","700300000080","700021000090","7003","70","Gegoten of gewalst glas in platen of profielen, ook indien voorzien van een absorberende, reflecterende of niet-reflecterende laag, doch niet op andere wijze bewerkt",,
"2211330","4","700312000010","700300000080",,"7003","- in platen, niet gewapend",,
"2211331","5","700312000080","700312000010","7003 12",,"-- in de massa gekleurd of troebel gemaakt, geplateerd of voorzien van een absorberende, reflecterende of niet-reflecterende laag",,
"2211332","6","700312100080","700312000080","7003 12 10","7003 12","--- van optisch glas","m2","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"2211333","6","700312910010","700312000080",,"7003 12","--- andere",,
"2211334","7","700312910080","700312910010","7003 12 91",,"---- voorzien van een niet-reflecterende laag","m2","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"2211335","7","700312990080","700312910010","7003 12 99",,"---- andere","m2","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"2211336","5","700319000080","700312000010","7003 19",,"-- andere",,
"2211337","6","700319100080","700319000080","7003 19 10","7003 19","--- van optisch glas","m2","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"2211338","6","700319900080","700319000080","7003 19 90","7003 19","--- andere","m2","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"2211339","4","700320000080","700300000080","7003 20 00","7003","- draadglas in platen","m2","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"2211340","4","700330000080","700300000080","7003 30 00","7003","- profielen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211341","3","700400000080","700021000090","7004","70","Getrokken of geblazen glas in platen, ook indien voorzien van een absorberende, reflecterende of niet-reflecterende laag, doch niet op andere wijze bewerkt",,
"2211342","4","700420000080","700400000080","7004 20","7004","- in de massa gekleurd of troebel gemaakt, geplateerd of voorzien van een absorberende, reflecterende of niet-reflecterende laag",,
"2211343","5","700420100080","700420000080","7004 20 10","7004 20","-- optisch glas","m2","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"2211344","5","700420910010","700420000080",,"7004 20","-- ander",,
"2211345","6","700420910080","700420910010","7004 20 91",,"--- voorzien van een niet-reflecterende laag","m2","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"2211346","6","700420990080","700420910010","7004 20 99",,"--- ander","m2","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"2211347","4","700490000080","700400000080","7004 90","7004","- ander glas",,
"2211348","5","700490100080","700490000080","7004 90 10","7004 90","-- optisch glas","m2","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"2211349","5","700490800080","700490000080","7004 90 80","7004 90","-- ander","m2","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"2211350","3","700500000080","700021000090","7005","70","Vuurgepolijst glas („float glass”) en op een of beide zijden geslepen of gepolijst glas, in platen, ook indien voorzien van een absorberende, reflecterende of niet-reflecterende laag, doch niet op andere wijze bewerkt",,
"2211351","4","700510000080","700500000080","7005 10","7005","- niet gewapend, voorzien van een absorberende, reflecterende of niet-reflecterende laag",,
"2211352","5","700510050080","700510000080","7005 10 05","7005 10","-- voorzien van een niet-reflecterende laag","m2","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"2211353","5","700510250010","700510000080",,"7005 10","-- ander, met een dikte",,
"2211354","6","700510250080","700510250010","7005 10 25",,"--- van niet meer dan 3,5 mm","m2","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"2211355","6","700510300080","700510250010","7005 10 30",,"--- van meer dan 3,5 doch niet meer dan 4,5 mm","m2","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"2211356","6","700510800080","700510250010","7005 10 80",,"--- van meer dan 4,5 mm","m2","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"2211357","4","700521000010","700500000080",,"7005","- ander niet-gewapend glas",,
"2211358","5","700521000080","700521000010","7005 21",,"-- in de massa gekleurd of troebel gemaakt, geplateerd of enkel geslepen",,
"2211359","6","700521250080","700521000080","7005 21 25","7005 21","--- met een dikte van niet meer dan 3,5 mm","m2","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"2211360","6","700521300080","700521000080","7005 21 30","7005 21","--- met een dikte van meer dan 3,5 doch niet meer dan 4,5 mm","m2","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"2211361","6","700521800080","700521000080","7005 21 80","7005 21","--- met een dikte van meer dan 4,5 mm","m2","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"2211362","5","700529000080","700521000010","7005 29",,"-- ander",,
"2211363","6","700529250080","700529000080","7005 29 25","7005 29","--- met een dikte van niet meer dan 3,5 mm","m2","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"2211364","6","700529350080","700529000080","7005 29 35","7005 29","--- met een dikte van meer dan 3,5 doch niet meer dan 4,5 mm","m2","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"2211365","6","700529800080","700529000080","7005 29 80","7005 29","--- met een dikte van meer dan 4,5 mm","m2","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"2211366","4","700530000080","700500000080","7005 30 00","7005","- draadglas","m2","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"2211367","3","700600000080","700021000090","7006 00","70","Glas bedoeld bij post 7003, 7004 of 7005, gebogen, met schuin geslepen randen, gegraveerd, van gaten voorzien, geëmailleerd of op andere wijze bewerkt, doch niet omlijst noch met andere stoffen verbonden",,
"2211368","4","700600100080","700600000080","7006 00 10","7006 00","- optisch glas","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211369","4","700600900080","700600000080","7006 00 90","7006 00","- ander","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211370","3","700700000080","700021000090","7007","70","Veiligheidsglas, bestaande uit geharde glasplaten (hardglas) of uit opeengekitte glasplaten",,
"2211371","4","700711000010","700700000080",,"7007","- veiligheidsglas bestaande uit geharde glasplaten (hardglas)",,
"2211372","5","700711000080","700711000010","7007 11",,"-- blijkens afmeting en vorm geschikt voor automobielen, voor luchtvaartuigen, voor vaartuigen of voor andere voertuigen",,
"2211373","6","700711100080","700711000080","7007 11 10","7007 11","--- blijkens afmeting en vorm geschikt voor automobielen en tractors","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211374","6","700711900080","700711000080","7007 11 90","7007 11","--- ander","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211375","5","700719000080","700711000010","7007 19",,"-- ander",,
"2211376","6","700719100080","700719000080","7007 19 10","7007 19","--- geëmailleerd","m2","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"2211377","6","700719200080","700719000080","7007 19 20","7007 19","--- in de massa gekleurd of troebel gemaakt, geplateerd of voorzien van een absorberende of reflecterende laag","m2","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"2211378","6","700719800080","700719000080","7007 19 80","7007 19","--- ander","m2","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"2211379","4","700721000010","700700000080",,"7007","- veiligheidsglas bestaande uit opeengekitte glasplaten",,
"2211380","5","700721000080","700721000010","7007 21",,"-- blijkens afmeting en vorm geschikt voor automobielen, voor luchtvaartuigen, voor vaartuigen of voor andere voertuigen",,
"2211381","6","700721200080","700721000080","7007 21 20","7007 21","--- blijkens afmeting en vorm geschikt voor automobielen en tractors","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211382","6","700721800080","700721000080","7007 21 80","7007 21","--- ander","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211383","5","700729000080","700721000010","7007 29 00",,"-- ander","m2","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"2211384","3","700800000080","700021000090","7008 00","70","Meerwandig glas voor isoleringsdoeleinden",,
"2211385","4","700800200080","700800000080","7008 00 20","7008 00","- in de massa gekleurd of troebel gemaakt, geplateerd of voorzien van een absorberende of reflecterende laag","m2","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"2211386","4","700800810010","700800000080",,"7008 00","- ander",,
"2211387","5","700800810080","700800810010","7008 00 81",,"-- bestaande uit twee langs de hele omtrek met een randprofiel luchtdicht afgesloten glasplaten en gescheiden door lucht, andere gassen of een vacuüm","m2","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"2211388","5","700800890080","700800810010","7008 00 89",,"-- ander","m2","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"2211389","3","700900000080","700021000090","7009","70","Spiegels van glas, ook indien omlijst, achteruitkijkspiegels daaronder begrepen",,
"2211390","4","700910000080","700900000080","7009 10 00","7009","- achteruitkijkspiegels voor voertuigen","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211391","4","700991000010","700900000080",,"7009","- andere",,
"2211392","5","700991000080","700991000010","7009 91 00",,"-- niet omlijst","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211393","5","700992000080","700991000010","7009 92 00",,"-- omlijst","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211394","3","701000000080","700021000090","7010","70","Flessen, flacons, bokalen, potten, buisjes, ampullen en andere bergingsmiddelen, van glas, voor vervoer of voor verpakking; weckglazen; stoppen, deksels en andere sluitingen, van glas",,
"2211395","4","701010000080","701000000080","7010 10 00","7010","- ampullen","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211396","4","701020000080","701000000080","7010 20 00","7010","- stoppen, deksels en andere sluitingen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211397","4","701090000080","701000000080","7010 90","7010","- andere",,
"2211398","5","701090100080","701090000080","7010 90 10","7010 90","-- weckglazen","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211399","5","701090210010","701090000080",,"7010 90","-- andere",,
"2211400","6","701090210080","701090210010","7010 90 21",,"--- verkregen uit een buis van glas","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211401","6","701090310010","701090210010",,,"--- andere, met een nominale capaciteit",,
"2211402","7","701090310080","701090310010","7010 90 31",,"---- van 2,5 l of meer","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211403","7","701090410010","701090310010",,,"---- van minder dan 2,5 l",,
"2211404","8","701090410020","701090410010",,,"----- voor voedingswaren en dranken",,
"2211405","9","701090410030","701090410020",,,"------ flessen en flacons",,
"2211406","10","701090410040","701090410030",,,"------- van niet-gekleurd glas, met een nominale capaciteit",,
"2211407","11","701090410080","701090410040","7010 90 41",,"-------- van 1 l of meer","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211408","11","701090430080","701090410040","7010 90 43",,"-------- van meer dan 0,33 doch minder dan 1 l","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211409","11","701090450080","701090410040","7010 90 45",,"-------- van 0,15 of meer doch niet meer dan 0,33 l","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211410","11","701090470080","701090410040","7010 90 47",,"-------- van minder dan 0,15 l","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211411","10","701090510010","701090410030",,,"------- van gekleurd glas, met een nominale capaciteit",,
"2211412","11","701090510080","701090510010","7010 90 51",,"-------- van 1 l of meer","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211413","11","701090530080","701090510010","7010 90 53",,"-------- van meer dan 0,33 doch minder dan 1 l","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211414","11","701090550080","701090510010","7010 90 55",,"-------- van 0,15 of meer doch niet meer dan 0,33 l","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211415","11","701090570080","701090510010","7010 90 57",,"-------- van minder dan 0,15 l","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211416","9","701090610010","701090410020",,,"------ andere, met een nominale capaciteit",,
"2211417","10","701090610080","701090610010","7010 90 61",,"------- van 0,25 l of meer","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211418","10","701090670080","701090610010","7010 90 67",,"------- van minder dan 0,25 l","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211419","8","701090710010","701090410010",,,"----- voor farmaceutische producten, met een nominale capaciteit",,
"2211420","9","701090710080","701090710010","7010 90 71",,"------ van meer dan 0,055 l","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211421","9","701090790080","701090710010","7010 90 79",,"------ van niet meer dan 0,055 l","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211422","8","701090910010","701090410010",,,"----- voor andere producten",,
"2211423","9","701090910080","701090910010","7010 90 91",,"------ van niet-gekleurd glas","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211424","9","701090990080","701090910010","7010 90 99",,"------ van gekleurd glas","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211425","3","701100000080","700021000090","7011","70","Ballons, peren, alsmede buizen (van speciale vorm, dan wel met een fluorescerende stof bedekt), open, en delen daarvan, van glas, zonder fittings, voor elektrische lampen, voor kathodestraalbuizen of voor dergelijke artikelen",,
"2211426","4","701110000080","701100000080","7011 10 00","7011","- voor elektrische verlichting","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211427","4","701120000080","701100000080","7011 20 00","7011","- voor kathodestraalbuizen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211428","4","701190000080","701100000080","7011 90 00","7011","- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211429","3","701300000080","700021000090","7013","70","Glaswerk voor tafel-, keuken-, toilet- of kantoorgebruik, voor binnenhuisversiering of voor dergelijk gebruik (ander dan bedoeld bij post 7010 of 7018)",,
"2211430","4","701310000080","701300000080","7013 10 00","7013","- van glaskeramiek","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211431","4","701322000010","701300000080",,"7013","- drinkglazen op voet, andere dan van glaskeramiek",,
"2211432","5","701322000080","701322000010","7013 22",,"-- van kristal",,
"2211433","6","701322100080","701322000080","7013 22 10","7013 22","--- handgeschept","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211434","6","701322900080","701322000080","7013 22 90","7013 22","--- mechanisch vervaardigd","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211435","5","701328000080","701322000010","7013 28",,"-- andere",,
"2211436","6","701328100080","701328000080","7013 28 10","7013 28","--- handgeschept","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211437","6","701328900080","701328000080","7013 28 90","7013 28","--- mechanisch vervaardigd","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211438","4","701333000010","701300000080",,"7013","- andere drinkglazen, andere dan van glaskeramiek",,
"2211439","5","701333000080","701333000010","7013 33",,"-- van kristal",,
"2211440","6","701333110010","701333000080",,"7013 33","--- handgeschept",,
"2211441","7","701333110080","701333110010","7013 33 11",,"---- geslepen of op andere wijze versierd","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211442","7","701333190080","701333110010","7013 33 19",,"---- andere","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211443","6","701333910010","701333000080",,"7013 33","--- mechanisch vervaardigd",,
"2211444","7","701333910080","701333910010","7013 33 91",,"---- geslepen of op andere wijze versierd","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211445","7","701333990080","701333910010","7013 33 99",,"---- andere","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211446","5","701337000080","701333000010","7013 37",,"-- andere",,
"2211447","6","701337100080","701337000080","7013 37 10","7013 37","--- van hardglas","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211448","6","701337510010","701337000080",,"7013 37","--- andere",,
"2211449","7","701337510020","701337510010",,,"---- handgeschept",,
"2211450","8","701337510080","701337510020","7013 37 51",,"----- geslepen of op andere wijze versierd","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211451","8","701337590080","701337510020","7013 37 59",,"----- andere","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211452","7","701337910010","701337510010",,,"---- mechanisch vervaardigd",,
"2211453","8","701337910080","701337910010","7013 37 91",,"----- geslepen of op andere wijze versierd","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211454","8","701337990080","701337910010","7013 37 99",,"----- andere","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211455","4","701341000010","701300000080",,"7013","- glaswerk voor tafelgebruik (ander dan drinkglazen) of voor keukengebruik, ander dan van glaskeramiek",,
"2211456","5","701341000080","701341000010","7013 41",,"-- van kristal",,
"2211457","6","701341100080","701341000080","7013 41 10","7013 41","--- handgeschept","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211458","6","701341900080","701341000080","7013 41 90","7013 41","--- mechanisch vervaardigd","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211459","5","701342000080","701341000010","7013 42 00",,"-- van glas met een lineaire uitzettingscoëfficiënt van niet meer dan 5 × 10–6 per Kelvin tussen 0 °C en 300 °C","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211460","5","701349000080","701341000010","7013 49",,"-- andere",,
"2211461","6","701349100080","701349000080","7013 49 10","7013 49","--- van hardglas","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211462","6","701349910010","701349000080",,"7013 49","--- ander",,
"2211463","7","701349910080","701349910010","7013 49 91",,"---- handgeschept","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211464","7","701349990080","701349910010","7013 49 99",,"---- mechanisch vervaardigd","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211465","4","701391000010","701300000080",,"7013","- ander glaswerk",,
"2211466","5","701391000080","701391000010","7013 91",,"-- van kristal",,
"2211467","6","701391100080","701391000080","7013 91 10","7013 91","--- handgeschept","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211468","6","701391900080","701391000080","7013 91 90","7013 91","--- mechanisch vervaardigd","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211469","5","701399000080","701391000010","7013 99 00",,"-- ander","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2211470","3","701400000080","700021000090","7014 00 00","70","Signaal- en waarschuwingsartikelen, van glas; optische elementen van glas (andere dan die bedoeld bij post 7015), niet optisch bewerkt","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211471","3","701500000080","700021000090","7015","70","Horlogeglazen, brillenglazen (al dan niet voor de verbetering van de gezichtsscherpte) en dergelijke glazen, gebombeerd, gebogen of op dergelijke wijze bewerkt, doch niet optisch bewerkt; holle glazen, bollen en bolsegmenten voor de vervaardiging van deze glazen",,
"2211472","4","701510000080","701500000080","7015 10 00","7015","- brillenglazen voor de verbetering van de gezichtsscherpte","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211473","4","701590000080","701500000080","7015 90 00","7015","- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211474","3","701600000080","700021000090","7016","70","Tegels, dakpannen en andere bouwmaterialen van gegoten of geperst glas, ook indien gewapend; glazen blokjes en ander klein glaswerk, ook indien op een drager, voor mozaïeken of voor dergelijke decoratieve doeleinden; glas in lood; multicellulair glas of schuimglas, in blokken, in panelen, in platen, in schalen of in dergelijke vormen",,
"2211475","4","701610000080","701600000080","7016 10 00","7016","- glazen blokjes en ander klein glaswerk, ook indien op een drager voor mozaïeken of voor dergelijke decoratieve doeleinden","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211476","4","701690000080","701600000080","7016 90","7016","- andere",,
"2211477","5","701690100080","701690000080","7016 90 10","7016 90","-- glas in lood","m2","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"2211478","5","701690400080","701690000080","7016 90 40","7016 90","-- Blokken en stenen voor bouwdoeleinden","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
