"Order","Level","Ref","Parent","Code","Parent_code","Description","Description_EN","Unit","Description_unit_EN"
"2208573","5","440394000080","440391000010","4403 94 00",,"-- Of beech (Fagus spp.), other","Beech ""Fagus spp."" in the rough, of which no cross-sectional dimension is =>15 cm, whether or not stripped of bark or sapwood, or roughly squared (excl. rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood in the form of railway sleepers; wood cut into boards or beams, etc.; wood treated with paint, stains, creosote or other preservatives)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208574","5","440395000080","440391000010","4403 95",,"-- Of birch (Betula spp.), of which any cross-sectional dimension is 15 cm or more","Birch ""Betula spp."" in the rough, of which any cross-sectional dimension is =>15 cm, whether or not stripped of bark or sapwood, or roughly squared (excl. wood in the form of railway sleepers; wood cut into beams, etc.; wood treated with paint, stains, creosote or other preservatives)",,
"2208575","6","440395100080","440395000080","4403 95 10","4403 95","--- Sawlogs","Sawlogs of birch ""Betula spp."", of which any cross-sectional dimension is =>15 cm, whether or not stripped of bark or sapwood, or roughly squared","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208576","6","440395900080","440395000080","4403 95 90","4403 95","--- Other","Birch ""Betula spp."" in the rough, of which any cross-sectional dimension is =>15 cm, whether or not stripped of bark or sapwood, or roughly squared (excl. sawlogs; wood in the form of railway sleepers; wood cut into beams, etc.; wood treated with paint, stains, creosote or other preservatives)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208577","5","440396000080","440391000010","4403 96 00",,"-- Of birch (Betula spp.), other","Birch ""Betula spp."" in the rough, of which no cross-sectional dimension is =>15 cm, whether or not stripped of bark or sapwood, or roughly squared (excl. rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood in the form of railway sleepers; wood cut into boards or beams, etc.; wood treated with paint, stains, creosote or other preservatives)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208578","5","440397000080","440391000010","4403 97 00",,"-- Of poplar and aspen (Populus spp.)","Poplar and aspen ""Populus spp."" in the rough, whether or not stripped of bark or sapwood, or roughly squared (excl. rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood in the form of railway sleepers; wood cut into boards or beams, etc.; wood treated with paint, stains, creosote or other preservatives)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208579","5","440398000080","440391000010","4403 98 00",,"-- Of eucalyptus (Eucalyptus spp.)","Eucalyptus ""Eucalyptus spp."" in the rough, whether or not stripped of bark or sapwood, or roughly squared (excl. rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood in the form of railway sleepers; wood cut into boards or beams, etc.; wood treated with paint, stains, creosote or other preservatives)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208580","5","440399000080","440391000010","4403 99 00",,"-- Other","Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared (excl. rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood cut into boards or beams, etc.; wood treated with paint, stains, creosote or other preservatives, coniferous and tropical wood, oak, beech, birch, poplar, aspen and eucalyptus)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208581","3","440400000080","440021000090","4404","44","Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; wooden sticks, roughly trimmed but not turned, bent or otherwise worked, suitable for the manufacture of walking sticks, umbrellas, tool handles or the like; chipwood and the like","Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; wooden sticks, roughly trimmed but not turned, bent or otherwise worked, for the manufacture of walking sticks, umbrellas, tool handles or the like; chipwood, wooden slats and strips and the like (excl. hoopwood cut to length and chamfered; brush surrounds and shoe trees)",,
"2208582","4","440410000080","440400000080","4404 10 00","4404","- Coniferous","Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; wooden sticks, roughly trimmed but not turned, bent or otherwise worked, suitable for the manufacture of walking sticks, umbrellas, tool handles or the like; chipwood and the like, of coniferous wood (excl. hoopwood sawn lengthwise and carved or notched at the ends; brushmounts, lasts)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2208583","4","440420000080","440400000080","4404 20 00","4404","- Non-coniferous","Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; wooden sticks, roughly trimmed but not turned, bent or otherwise worked, suitable for the manufacture of walking sticks, umbrellas, tool handles and the like; chipwood and the like (excl. hoopwood sawn lengthwise and carved or notched at the ends; brushmounts, lasts; coniferous wood in general)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2208584","3","440500000080","440021000090","4405 00 00","44","Wood wool; wood flour","Wood wool; wood flour ""wood powder able to pass through a fine"", 0,63 mm mesh, sieve with a residue of <= 8% by weight","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2208585","3","440600000080","440021000090","4406","44","Railway or tramway sleepers (cross-ties) of wood","Railway or tramway sleepers ""cross-ties"" of wood",,
"2208586","4","440611000010","440600000080",,"4406","- Not impregnated",,,
"2208587","5","440611000080","440611000010","4406 11 00",,"-- Coniferous","Railway or tramway sleepers ""cross-ties"" of wood, not impregnated, coniferous","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208588","5","440612000080","440611000010","4406 12 00",,"-- Non-coniferous","Railway or tramway sleepers ""cross-ties"" of wood, not impregnated, non-coniferous","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208589","4","440691000010","440600000080",,"4406","- Other",,,
"2208590","5","440691000080","440691000010","4406 91 00",,"-- Coniferous","Railway or tramway sleepers ""cross-ties"" of wood, impregnated, coniferous","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208591","5","440692000080","440691000010","4406 92 00",,"-- Non-coniferous","Railway or tramway sleepers ""cross-ties"" of wood, impregnated, non-coniferous","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208592","3","440700000080","440021000090","4407","44","Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm","Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm",,
"2208593","4","440711000010","440700000080",,"4407","- Coniferous",,,
"2208594","5","440711000080","440711000010","4407 11",,"-- Of pine (Pinus spp.)","Pine ""Pinus spp."" sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm",,
"2208595","6","440711100080","440711000080","4407 11 10","4407 11","--- End-jointed, whether or not planed or sanded","Pine ""Pinus spp."" sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, end-jointed, whether or not planed or sanded","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208596","6","440711200080","440711000080","4407 11 20","4407 11","--- Planed","Pine ""Pinus spp."" sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, planed (excl. end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208597","6","440711900080","440711000080","4407 11 90","4407 11","--- Other","Pine ""Pinus spp."" sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm (excl. end-jointed and planed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208598","5","440712000080","440711000010","4407 12",,"-- Of fir (Abies spp.) and spruce (Picea spp.)","Fir ""Abies spp."" and spruce ""Picea spp."" sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm",,
"2208599","6","440712100080","440712000080","4407 12 10","4407 12","--- End-jointed, whether or not planed or sanded","Fir ""Abies spp."" and spruce ""Picea spp."" sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, end-jointed, whether or not planed or sanded","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208600","6","440712200080","440712000080","4407 12 20","4407 12","--- Planed","Fir ""Abies spp."" and spruce ""Picea spp."" sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, planed (excl. end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208601","6","440712900080","440712000080","4407 12 90","4407 12","--- Other","Fir ""Abies spp."" and spruce ""Picea spp."" sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm (excl. end-jointed and planed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208602","5","440719000080","440711000010","4407 19",,"-- Other","Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm (excl. pine ""Pinus spp."", fir ""Abies spp."" and spruce ""Picea spp."")",,
"2208603","6","440719100080","440719000080","4407 19 10","4407 19","--- End-jointed, whether or not planed or sanded","Coniferous wood sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, end-jointed, whether or not planed or sanded (excl. pine ""Pinus spp."", fir ""Abies spp."" and spruce ""Picea spp."")","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208604","6","440719200080","440719000080","4407 19 20","4407 19","--- Planed","Coniferous wood sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, planed (excl. pine ""Pinus spp."", fir ""Abies spp."", spruce ""Picea spp."" and end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208605","6","440719900080","440719000080","4407 19 90","4407 19","--- Other","Coniferous wood sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm (excl. pine ""Pinus spp."", fir ""Abies spp."", spruce ""Picea spp."", end-jointed and planed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208606","4","440721000010","440700000080",,"4407","- Of tropical wood",,,
"2208607","5","440721000080","440721000010","4407 21",,"-- Mahogany (Swietenia spp.)","Mahogany ""Swietenia spp."", sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm",,
"2208608","6","440721100080","440721000080","4407 21 10","4407 21","--- Sanded; end-jointed, whether or not planed or sanded","Mahogany ""Swietenia spp."", sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, sanded, or end-jointed, whether or not planed or sanded","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208609","6","440721910010","440721000080",,"4407 21","--- Other",,,
"2208610","7","440721910080","440721910010","4407 21 91",,"---- Planed","Mahogany ""Swietenia spp."", sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, planed (excl. end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208611","7","440721990080","440721910010","4407 21 99",,"---- Other","Mahogany ""Swietenia spp."", sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm (excl. planed, sanded or end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208612","5","440722000080","440721000010","4407 22",,"-- Virola, imbuia and balsa","Virola, imbuia and balsa, sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, sanded, or end-jointed, whether or not planed",,
"2208613","6","440722100080","440722000080","4407 22 10","4407 22","--- Sanded; end-jointed, whether or not planed or sanded","Virola, imbuia and balsa, sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, sanded, or end-jointed, whether or not planed or sanded","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208614","6","440722910010","440722000080",,"4407 22","--- Other",,,
"2208615","7","440722910080","440722910010","4407 22 91",,"---- Planed","Virola, imbuia and balsa, sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, planed (excl. end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208616","7","440722990080","440722910010","4407 22 99",,"---- Other","Virola, imbuia and balsa, sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm (excl. planed, sanded or end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208617","5","440725000080","440721000010","4407 25",,"-- Dark red meranti, light red meranti and meranti bakau","Dark red meranti, light red meranti and meranti bakau, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm",,
"2208618","6","440725100080","440725000080","4407 25 10","4407 25","--- End-jointed, whether or not planed or sanded","Dark red meranti, light red meranti and meranti bakau, sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, end-jointed, whether or not planed or sanded","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208619","6","440725300010","440725000080",,"4407 25","--- Other",,,
"2208620","7","440725300080","440725300010","4407 25 30",,"---- Planed","Dark red meranti, light red meranti and meranti bakau, sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, planed (excl. end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208621","7","440725500080","440725300010","4407 25 50",,"---- Sanded","Dark red meranti, light red meranti and meranti bakau, sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, sanded (excl. end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208622","7","440725900080","440725300010","4407 25 90",,"---- Other","Dark red meranti, light red meranti and meranti bakau, sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm (excl. such products planed, sanded or end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208623","5","440726000080","440721000010","4407 26",,"-- White lauan, white meranti, white seraya, yellow meranti and alan","White lauan, white meranti, white seraya, yellow meranti and alan, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm",,
"2208624","6","440726100080","440726000080","4407 26 10","4407 26","--- End-jointed, whether or not planed or sanded","White lauan, white meranti, white seraya, yellow meranti and alan, sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, end-jointed, whether or not planed or sanded","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208625","6","440726300010","440726000080",,"4407 26","--- Other",,,
"2208626","7","440726300080","440726300010","4407 26 30",,"---- Planed","White lauan, white meranti, white seraya, yellow meranti and alan, sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, planed (excl. end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208627","7","440726500080","440726300010","4407 26 50",,"---- Sanded","White lauan, white meranti, white seraya, yellow meranti and alan, sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, sanded (excl. end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208628","7","440726900080","440726300010","4407 26 90",,"---- Other","White lauan, white meranti, white seraya, yellow meranti and alan, sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm (excl. planed, sanded or end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208629","5","440727000080","440721000010","4407 27",,"-- Sapelli","Sapelli, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm",,
"2208630","6","440727100080","440727000080","4407 27 10","4407 27","--- Sanded; end-jointed, whether or not planed or sanded","Sapelli, sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, sanded, or end-jointed, whether or not planed or sanded","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208631","6","440727910010","440727000080",,"4407 27","--- Other",,,
"2208632","7","440727910080","440727910010","4407 27 91",,"---- Planed","Sapelli, sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, planed (excl. end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208633","7","440727990080","440727910010","4407 27 99",,"---- Other","Sapelli, sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm (excl. planed, sanded or end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208634","5","440728000080","440721000010","4407 28",,"-- Iroko","Iroko, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm",,
"2208635","6","440728100080","440728000080","4407 28 10","4407 28","--- Sanded; end-jointed, whether or not planed or sanded","Iroko, sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, sanded, or end-jointed, whether or not planed or sanded","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208636","6","440728910010","440728000080",,"4407 28","--- Other",,,
"2208637","7","440728910080","440728910010","4407 28 91",,"---- Planed","Iroko, sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, planed (excl. end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208638","7","440728990080","440728910010","4407 28 99",,"---- Other","Iroko, sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm (excl. planed, sanded or end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208639","5","440729000080","440721000010","4407 29",,"-- Other","Tropical wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm (excl. virola, mahogany ""Swietenia spp."", imbuia, balsa, dark red meranti, light red meranti, meranti bakau, white lauan, white meranti, white seraya, yellow meranti, alan, sapelli and iroko)",,
"2208640","6","440729150010","440729000080",,"4407 29","--- Abura, acajou d'Afrique, afrormosia, ako, andiroba, aningré, avodiré, azobé, balau, bossé clair, bossé foncé, cativo, cedro, dabema, dibétou, doussié, framiré, freijo, fromager, fuma, geronggang, ilomba, ipé, jaboty, jelutong, jequitiba, jongkong, kapur, kempas, keruing, kosipo, kotibé, koto, limba, louro, maçaranduba, makoré, mandioqueira, mansonia, mengkulang, merawan, merbau, merpauh, mersawa, moabi, niangon, nyatoh, obeche, okoumé, onzabili, orey, ovengkol, ozigo, padauk, paldao, palissandre de Guatemala, palissandre de Para, palissandre de Rio, palissandre de Rose, pau Amarelo, pau marfim, pulai, punah, quaruba, ramin, saqui-saqui, sepetir, sipo, sucupira, suren, tauari, teak, tiama, tola",,,
"2208641","7","440729150080","440729150010","4407 29 15",,"---- End-jointed, whether or not planed or sanded","Keruing, ramin, kapur, teak, jongkong, merbau, jelutong, kempas, okoumé, obeche, sipo, acajou d'Afrique, makoré, tiama, mansonia, ilomba, dibétou, limba, azobé, palissandre de Rio, palissandre de Para, palissandre de rose, abura, afrormosia, ako, andiroba, aningré, avodiré, balau, bossé clair, bossé foncé, cativo, cedro, dabema, doussié, framiré, freijo, fromager, fuma, geronggang, ipé, jaboty, jequitiba, kosipo, kotibé, koto, louro, maçaranduba, mahogany (excl. ""Swietenia spp.""), mandioqueira, mengkulang, merawan, merpauh, mersawa, moabi, niangon, nyatoh, onzabili, orey, ovengkol, ozigo, padauk, paldao, palissandre de Guatemala, pau Amarelo, pau marfim, pulai, punah, quaruba, saqui-saqui, sepetir, sucupira, suren, tauari and tola, sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, end-jointed, whether or not planed or sanded","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208642","7","440729200010","440729150010",,,"---- Other",,,
"2208643","8","440729200080","440729200010","4407 29 20",,"----- Palissandre de Para, palissandre de Rio and palissandre de Rose, planed","Palissandre de Rio, palissandre de Para and palissandre de Rose, sawn or chipped lengthwise, sliced or peeled, planed, of a thickness of > 6 mm (excl. end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208644","8","440729830010","440729200010",,,"----- Other",,,
"2208645","9","440729830080","440729830010","4407 29 83",,"------ Planed","Abura, afrormosia, ako, andiroba, aningré, avodiré, balau, bossé clair, bossé foncé, cativo, cedro, dabema, doussié, framiré, freijo, fromager, fuma, geronggang, ipé, jaboty, jequitiba, kosipo, kotibé, koto, louro, maçaranduba, mahogany (excl. ""Swietenia spp.""), mandioqueira, mengkulang, merawan, merpauh, mersawa, moabi, niangon, nyatoh, onzabili, orey, ovengkol, ozigo, padauk, paldao, palissandre de Guatemala, pau Amarelo, pau marfim, pulai, punah, quaruba, saqui-saqui, sepetir, sucupira, suren, tauari, tola, keruing, ramin, kapur, teak, jongkong, merbau, jelutong, kempas, okoumé, obeche, sipo, acajou d'Afrique, makoré, tiama, mansonia, ilomba, dibétou, limba and azobé, sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, planed (excl. end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208646","9","440729850080","440729830010","4407 29 85",,"------ Sanded","Abura, afrormosia, ako, andiroba, aningré, avodiré, balau, bossé clair, bossé foncé, cativo, cedro, dabema, doussié, framiré, freijo, fromager, fuma, geronggang, ipé, jaboty, jequitiba, kosipo, kotibé, koto, louro, maçaranduba, mahogany (excl. ""Swietenia spp.""), mandioqueira, mengkulang, merawan, merpauh, mersawa, moabi, niangon, nyatoh, onzabili, orey, ovengkol, ozigo, padauk, paldao, palissandre de Guatemala, pau Amarelo, pau marfim, pulai, punah, quaruba, saqui-saqui, sepetir, sucupira, suren, tauari, tola, keruing, ramin, kapur, teak, jongkong, merbau, jelutong, kempas, okoumé, obeche, sipo, acajou d'Afrique, makoré, tiama, mansonia, ilomba, dibétou, limba, azobé, palissandre de Rio, palissandre de Para and palissandre de Rose, sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, sanded (excl. end-jointed and planed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208647","9","440729950080","440729830010","4407 29 95",,"------ Other","Abura, afrormosia, ako, andiroba, aningré, avodiré, balau, bossé clair, bossé foncé, cativo, cedro, dabema, doussié, framiré, freijo, fromager, fuma, geronggang, ipé, jaboty, jequitiba, kosipo, kotibé, koto, louro, maçaranduba, mahogany (excl. ""Swietenia spp.""), mandioqueira, mengkulang, merawan, merpauh, mersawa, moabi, niangon, nyatoh, onzabili, orey, ovengkol, ozigo, padauk, paldao, palissandre de Guatemala, pau Amarelo, pau marfim, pulai, punah, quaruba, saqui-saqui, sepetir, sucupira, suren, tauari, tola, keruing, ramin, kapur, teak, jongkong, merbau, jelutong, kempas, okoumé, obeche, sipo, acajou d'Afrique, makoré, tiama, mansonia, ilomba, dibétou, limba, azobé, palissandre de Rio, palissandre de Para and palissandre de Rose, sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm (excl. end-jointed, planed and sanded)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208648","6","440729960010","440729000080",,"4407 29","--- Other tropical wood",,,
"2208649","7","440729960080","440729960010","4407 29 96",,"---- Planed; end-jointed, whether or not planed or sanded","Tropical wood sawn or cut lengthwise, sliced or peeled, of a thickness of > 6 mm, planed, or end-jointed, whether or not planed or sanded (excl. abura, acajou d'Afrique, afrormosia, ako, alan, andiroba, aningré, avodiré, azobé, balau, balsa, bossé clair, bossé foncé, cativo, cedro, dabema, dark red meranti, dibétou, doussié, framiré, freijo, fromager, fuma, geronggang, ilomba, imbuia, ipé, iroko, jaboty, jelutong, jequitiba, jongkong, kapur, kempas, keruing, kosipo, kotibé, koto, light red meranti, limba, louro, maçaranduba, mahogany, makoré, mandioqueira, mansonia, mengkulang, meranti bakau, merawan, merbau, merpauh, mersawa, moabi, niangon, nyatoh, obeche, okoumé, onzabili, orey, ovengkol, ozigo, padauk, paldao, palissandre de Guatemala, palissandre de Para, palissandre de Rio, palissandre de Rose, pau Amarelo, pau marfim, pulai, punah, quaruba, ramin, sapelli, saqui-saqui, sepetir, sipo, sucupira, suren, tauari, teak, tiama, tola, virola, white lauan, white meranti, white seraya and yellow meranti)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208650","7","440729970010","440729960010",,,"---- Other",,,
"2208651","8","440729970080","440729970010","4407 29 97",,"----- Sanded","Tropical wood, sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, sanded (excl. planed, end-jointed, and abura, acajou d'Afrique, afrormosia, ako, alan, andiroba, aningré, avodiré, azobé, balau, balsa, bossé clair, bossé foncé, cativo, cedro, dabema, dark red meranti, dibétou, doussié, framiré, freijo, fromager, fuma, geronggang, ilomba, imbuia, ipé, iroko, jaboty, jelutong, jequitiba, jongkong, kapur, kempas, keruing, kosipo, kotibé, koto, light red meranti, limba, louro, maçaranduba, mahogany, makoré, mandioqueira, mansonia, mengkulang, meranti bakau, merawan, merbau, merpauh, mersawa, moabi, niangon, nyatoh, obeche, okoumé, onzabili, orey, ovengkol, ozigo, padauk, paldao, palissandre de Guatemala, palissandre de Para, palissandre de Rio, palissandre de Rose, pau Amarelo, pau marfim, pulai, punah, quaruba, ramin, sapelli, saqui-saqui, sepetir, sipo, sucupira, suren, tauari, teak, tiama, tola, virola, white lauan, white meranti, white seraya and yellow meranti)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208652","8","440729980080","440729970010","4407 29 98",,"----- Other","Tropical wood, sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm (excl. planed, sanded, end-jointed, and abura, acajou d'Afrique, afrormosia, ako, alan, andiroba, aningré, avodiré, azobé, balau, balsa, bossé clair, bossé foncé, cativo, cedro, dabema, dark red meranti, dibétou, doussié, framiré, freijo, fromager, fuma, geronggang, ilomba, imbuia, ipé, iroko, jaboty, jelutong, jequitiba, jongkong, kapur, kempas, keruing, kosipo, kotibé, koto, light red meranti, limba, louro, maçaranduba, mahogany, makoré, mandioqueira, mansonia, mengkulang, meranti bakau, merawan, merbau, merpauh, mersawa, moabi, niangon, nyatoh, obeche, okoumé, onzabili, orey, ovengkol, ozigo, padauk, paldao, palissandre de Guatemala, palissandre de Para, palissandre de Rio, palissandre de Rose, pau Amarelo, pau marfim, pulai, punah, quaruba, ramin, sapelli, saqui-saqui, sepetir, sipo, sucupira, suren, tauari, teak, tiama, tola, virola, white lauan, white meranti, white seraya and yellow meranti)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208653","4","440791000010","440700000080",,"4407","- Other",,,
"2208654","5","440791000080","440791000010","4407 91",,"-- Of oak (Quercus spp.)","Oak ""Quercus spp."", sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm",,
"2208655","6","440791150080","440791000080","4407 91 15","4407 91","--- Sanded; end-jointed, whether or not planed or sanded","Oak ""Quercus spp."", sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, sanded, or end-jointed, whether or not planed or sanded","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208656","6","440791310010","440791000080",,"4407 91","--- Other",,,
"2208657","7","440791310020","440791310010",,,"---- Planed",,,
"2208658","8","440791310080","440791310020","4407 91 31",,"----- Blocks, strips and friezes for parquet or wood block flooring, not assembled","Blocks, strips and friezes of oak ""Quercus spp."" for parquet or wood block flooring, not assembled, of a thickness of > 6 mm, planed (excl. veneered or of plywood)","m2","DE: Quadratmeter; EN: Square metre; FR: Mètre carré"
"2208659","8","440791390080","440791310020","4407 91 39",,"----- Other","Oak ""Quercus spp."", sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, planed (excl. end-jointed and blocks, strips and friezes for parquet or wood block flooring)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208660","7","440791900080","440791310010","4407 91 90",,"---- Other","Oak ""Quercus spp."", sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm (excl. planed, sanded or end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
